filename,label
fencing_footwork/fencing_footwork_29.jpg,fencing_footwork
fencing_footwork/fencing_footwork_9.jpg,fencing_footwork
fencing_footwork/fencing_footwork_15.jpg,fencing_footwork
fencing_footwork/fencing_footwork_8.jpg,fencing_footwork
fencing_footwork/fencing_footwork_14.jpg,fencing_footwork
fencing_footwork/fencing_footwork_28.jpg,fencing_footwork
fencing_footwork/fencing_footwork_16.jpg,fencing_footwork
fencing_footwork/fencing_footwork_17.jpg,fencing_footwork
fencing_footwork/fencing_footwork_13.jpg,fencing_footwork
fencing_footwork/fencing_footwork_12.jpg,fencing_footwork
fencing_footwork/fencing_footwork_10.jpg,fencing_footwork
fencing_footwork/fencing_footwork_11.jpg,fencing_footwork
fencing_footwork/fencing_footwork_0.jpg,fencing_footwork
fencing_footwork/fencing_footwork_20.jpg,fencing_footwork
fencing_footwork/fencing_footwork_21.jpg,fencing_footwork
fencing_footwork/fencing_footwork_1.jpg,fencing_footwork
fencing_footwork/fencing_footwork_3.jpg,fencing_footwork
fencing_footwork/fencing_footwork_23.jpg,fencing_footwork
fencing_footwork/fencing_footwork_22.jpg,fencing_footwork
fencing_footwork/fencing_footwork_2.jpg,fencing_footwork
fencing_footwork/fencing_footwork_26.jpg,fencing_footwork
fencing_footwork/fencing_footwork_6.jpg,fencing_footwork
fencing_footwork/fencing_footwork_7.jpg,fencing_footwork
fencing_footwork/fencing_footwork_27.jpg,fencing_footwork
fencing_footwork/fencing_footwork_25.jpg,fencing_footwork
fencing_footwork/fencing_footwork_5.jpg,fencing_footwork
fencing_footwork/fencing_footwork_19.jpg,fencing_footwork
fencing_footwork/fencing_footwork_4.jpg,fencing_footwork
fencing_footwork/fencing_footwork_18.jpg,fencing_footwork
fencing_footwork/fencing_footwork_24.jpg,fencing_footwork
fencing_riposte/fencing_riposte_10.jpg,fencing_riposte
fencing_riposte/fencing_riposte_11.jpg,fencing_riposte
fencing_riposte/fencing_riposte_13.jpg,fencing_riposte
fencing_riposte/fencing_riposte_9.jpg,fencing_riposte
fencing_riposte/fencing_riposte_12.jpg,fencing_riposte
fencing_riposte/fencing_riposte_8.jpg,fencing_riposte
fencing_riposte/fencing_riposte_16.jpg,fencing_riposte
fencing_riposte/fencing_riposte_17.jpg,fencing_riposte
